Laptop Name,Laptop Price,Laptop Description,Laptop Specifications,Rating,Reviews
Lenovo IdeaPad Slim 5i Intel Core i5 11th Gen,"60,999","82FG014DIN|82FG0125...4.41,210 Ratings & 141 ReviewsIntel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection₹60,999₹99,4543",16 GB DDR4 RAM64,210,141 Reviews
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
ASUS Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1504VA,"46,249","X1504VA-NJ322WS LaptopIntel Core i3 Processor (13th Gen)8 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 year Domestic Warranty₹46,249₹59,5002",8 GB DDR5 RAMWindows,Not found,No Reviews Found
Vaio E Series Ryzen 7 Quad Core 3700U,"52,990","NE15V2IN026P Thin and Light ...3.7183 Ratings & 34 ReviewsAMD Ryzen 7 Quad Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 3652 Years Onsite Warranty₹52,990₹76,0903",8 GB DDR4 RAM64,...3.7183,34 Reviews
Infinix INBook X2 Plus Core i5 11th Gen,"38,990","XL25 Thin and Light Laptop4.1151 Ratings & 36 ReviewsIntel Core i5 Processor (11th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹38,990₹54,9902",8 GB LPDDR4X RAM64,4.1151,36 Reviews
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
SAMSUNG Galaxy Book2 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) NP750XEE,"79,990","NP750XEE-XB1IN...4.113 Ratings & 3 ReviewsIntel Core i5 Processor (12th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹79,990₹85,990",8 GB LPDDR4X RAM64,...4.113,3 Reviews
DELL Core i5 12th Gen,"59,990","Vostro 3420 Thin and Light LaptopIntel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Hardware Service₹59,990₹83,1272",8 GB DDR4 RAMWindows,Not found,No Reviews Found
Lenovo Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and Light LaptopAMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Courier or Carry,"40,990","15AMN7 Thin and Light LaptopAMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Courier or Carry-in Warranty₹40,990₹59,3903",8 GB LPDDR5 RAMWindows,Not found,No Reviews Found
Infinix INBook X1 Neo Series Celeron Quad Core,"22,990","XL22 Thin and Light...4.11,434 Ratings & 235 ReviewsIntel Celeron Quad Core Processor4 GB LPDDR4X RAM64 bit Windows 11 Operating System128 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty₹22,990₹29,9902",4 GB LPDDR4X RAM64,434,235 Reviews
DELL Inspiron Core i5 11th Gen,"63,490","Inspiron 351...438 Ratings & 2 ReviewsIntel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹63,490₹85,9002",8 GB DDR4 RAM64,351...438,2 Reviews
MSI GT77 Titan Core i9 12th Gen,"4,99,990","64 GB DDR5 RAM64 bit Windows 11 Operating System2 TB SSD43.94 cm (17.3 inch) Display2 Year Warranty₹4,99,990₹5,26,990",64 GB DDR5 RAM64,Not found,No Reviews Found
ASUS Zenbook Pro 14 Duo OLED (2023) Core i5 13th Gen,"1,99,990","Core i5 13th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/N...Intel Core i5 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD36.83 cm (14.5 Inch) Touchscreen Display1 Year Onsite Warranty₹1,99,990₹2,42,9901",16 GB LPDDR5 RAMWindows,Not found,No Reviews Found
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"24,990","XL30 Thin and...4.1176 Ratings & 35 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹24,990₹34,9902",8 GB LPDDR4X RAMWindows,...4.1176,35 Reviews
Lenovo Ideapad Slim 5 Ryzen 7 Octa Core 4700U,"52,990","14ARE05 Thin and Lig...4.4715 Ratings & 84 ReviewsAMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection₹52,990₹60,9901",8 GB DDR4 RAM64,...4.4715,84 Reviews
Lenovo Legion 7i Core i7 10th Gen,"1,83,490","16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20193 Years Warranty + 1 Year Legion Ultimate Support + 1 Year ADP₹1,83,490₹2,79,8903",16 GB DDR4 RAM64,2...3.89,3 Reviews
Lenovo Ideapad AMD Ryzen 5 Hexa Core 5500U,"46,990","15ALC6 Laptop4.518 Ratings & 4 ReviewsAMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 YEAR₹46,990₹59,9902",8 GB DDR4 RAMWindows,4.518,4 Reviews
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"27,490","XL30 Thin and...4.3113 Ratings & 25 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹27,490₹39,9903",8 GB LPDDR4X RAMWindows,...4.3113,25 Reviews
acer Swift X Core i7 11th Gen,"1,14,990","16 GB LPDDR4X RAMWindows 11 Operating System1 TB SSD40.89 cm (16.1 Inch) Display1 Year Onsite Warranty₹1,14,990₹1,34,9991",16 GB LPDDR4X RAMWindows,Not found,No Reviews Found
Lenovo Legion 5 Intel Core i7 11th Gen,"1,17,990","16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite�Warranty�+ 1 Year Legion Ultimate Support + 1 Year Accidental Damage Protection₹1,17,990₹1,53,4902",16 GB DDR4 RAM64,...4.164,13 Reviews
DELL Ryzen 7 Octa Core AMD R7-6800H,"1,26,990","Display1 Year Onsite Premium Support₹1,26,990₹1,63,7582",16 GB DDR5 RAM64,Not found,No Reviews Found
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
DELL Core i5 11th Gen,"70,430","Inspiron 5518 Thin and Light L...Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Hardware Service₹70,430₹89,9022",8 GB DDR4 RAM64,Not found,No Reviews Found
HP Ryzen 7 Octa Core 6800H,"1,36,000","16...AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD40.89 cm (16.1 Inch) Display1 Year Onsite Warranty₹1,36,000₹1,48,990",16 GB DDR5 RAM64,Not found,No Reviews Found
ASUS Core i7 12th Gen,"1,32,982","16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Warranty₹1,32,982₹1,88,9902",16 GB DDR5 RAMWindows,Not found,No Reviews Found
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen,"41,990","15IAU7 Thin and Light...3.915 Ratings & 1 ReviewsIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display2 Year warranty₹41,990₹64,2903",8 GB DDR4 RAM64,...3.915,1 Reviews
LG Gram Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14Z90Q Thin and Light LaptopIntel Core i5 Processor (12th Gen)8 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayOnsite 3 year warranty - 1st year internationally cover,"89,990","14Z90Q Thin and Light LaptopIntel Core i5 Processor (12th Gen)8 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayOnsite 3 year warranty - 1st year internationally cover-up, rest 2 year India₹89,990₹1,27,0002",8 GB DDR5 RAM64,Not found,No Reviews Found
DELL Core i5 11th Gen,"57,990","3000 Laptop3.56 Ratings & 1 ReviewsIntel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) Display1 YEAR₹57,990₹75,3252",8 GB DDR4 RAMWindows,3.56,1 Reviews
ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) K513EA,"42,868","K513EA-L303WS LaptopIntel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹42,868₹58,9902",8 GB DDR4 RAMWindows,Not found,No Reviews Found
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
acer Swift 3 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) SF314,"64,150","SF314-512 Thin and Light Laptop4.4354 Ratings & 54 ReviewsIntel Core i5 Processor (12th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayAcer Care Center, Acer Configuration Manager, Acer Product Registration, Quick Access1 Year International Travelers Warranty (ITW)₹64,150₹83,9992",8 GB LPDDR4X RAM64,4.4354,54 Reviews
MSI Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) Prestige 13Evo A13M-063IN Thin and Light Lapto...Intel Core i7 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD33.78 cm (13.3 Inch) Display2 Year Carry,"1,24,990","Prestige 13Evo A13M-063IN Thin and Light Lapto...Intel Core i7 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD33.78 cm (13.3 Inch) Display2 Year Carry-in Warranty₹1,24,990₹1,39,9901",16 GB LPDDR5 RAMWindows,Not found,No Reviews Found
ASUS Core i5 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) K3504VA,"83,500","K3504VA - LK552WS LaptopIntel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 year Domestic Warranty₹83,500₹99,5001",16 GB DDR4 RAMWindows,Not found,No Reviews Found
Infinix INBook X1 Neo Series Celeron Quad Core,"22,990","XL22 Thin and Light...4.11,434 Ratings & 235 ReviewsIntel Celeron Quad Core Processor4 GB LPDDR4X RAM64 bit Windows 11 Operating System128 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty₹22,990₹29,9902",4 GB LPDDR4X RAM64,434,235 Reviews
Lenovo Ryzen 3 Quad Core,"34,480","21A4A08XIH LaptopAMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMDOS Operating System512 GB SSD39.62 cm (15.6 inch) Display1 year Domestic Warranty₹34,480₹49,5003",8 GB DDR4 RAMDOS,Not found,No Reviews Found
HP Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14s,"61,380","14s-dq5007tu Thin and Light LaptopIntel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty₹61,380₹71,6411",8 GB DDR4 RAMWindows,Not found,No Reviews Found
,0,,,Not found,No Reviews Found
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"24,990","XL30 Thin and...4.1176 Ratings & 35 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹24,990₹34,9902",8 GB LPDDR4X RAMWindows,...4.1176,35 Reviews
ASUS Vivobook Flip S 14 Intel H-Series Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP3402ZA,"74,990","TP3402ZA-L...4.332 Ratings & 5 ReviewsIntel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen Display1 Year Onsite Warranty₹74,990₹92,9901",8 GB DDR4 RAM64,...4.332,5 Reviews
Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 5600H,"59,997","DisplayMicrosoft OFFICE H&S 20211 Year Warranty + 1 Year Premium Care + 1 Year ADP₹59,997₹89,4903",8 GB DDR4 RAM64,...4.110,2 Reviews
Primebook 4G Android Based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) 4G Thin and Light Lap...4.198 Ratings & 37 ReviewsMediaTek MediaTek MT8788 Processor4 GB LPDDR4 RAMPrime OS Operating System29.46 cm (11.6 Inch) Display1 Year walk,"18,990","4G Thin and Light Lap...4.198 Ratings & 37 ReviewsMediaTek MediaTek MT8788 Processor4 GB LPDDR4 RAMPrime OS Operating System29.46 cm (11.6 Inch) Display1 Year walk-in warranty₹18,990₹24,9902",128 GB EMMC Storage,...4.198,37 Reviews
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"27,490","XL30 Thin and...4.3113 Ratings & 25 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹27,490₹39,9903",8 GB LPDDR4X RAMWindows,...4.3113,25 Reviews
Lenovo Athlon Dual Core - (4 GB/256 GB SSD/DOS) E41-55 45,"19,999","E41-55 45-2 Laptop3.7127 Ratings & 11 ReviewsAMD Athlon Dual Core Processor4 GB DDR4 RAMDOS Operating System256 GB SSD35.56 cm (14 inch) Displayon site₹19,999₹38,0004",4 GB DDR4 RAMDOS,3.7127,11 Reviews
HP Pavilion Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 15,"56,400","15-eh1101AU Thin and Light Lap...4.4222 Ratings & 30 ReviewsAMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home & Student 20191 Year Onsite Warranty₹56,400₹70,4191",8 GB DDR4 RAM64,...4.4222,30 Reviews
HP 14s Ryzen 3 Quad Core - (8 GB/512 GB SSD/Windows 10 Home) 14s,"38,600","14s-fq1029AU Thin and Light Laptop4.5887 Ratings & 177 ReviewsAMD Ryzen 3 Quad Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart, HP Support Assistant1 Year Onsite Warranty₹38,600₹54,9992",8 GB DDR4 RAM64,4.5887,177 Reviews
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen,"41,990","15IAU7 Thin and Light...3.915 Ratings & 1 ReviewsIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display2 Year warranty₹41,990₹64,2903",8 GB DDR4 RAM64,...3.915,1 Reviews
MSI Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) Thin G...Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry,"74,990","Thin G...Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty₹74,990₹83,9901",16 GB DDR4 RAMWindows,Not found,No Reviews Found
ASUS Ryzen 5 Octa Core - (16 GB/512 GB SSD/Windows 11 Home/AMD Radeon) M3500QC,"73,990","M3500QC-L1501WS Gaming LaptopAMD Ryzen 5 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Domestic Warranty₹73,990₹99,5002",16 GB DDR4 RAMWindows,Not found,No Reviews Found
,0,,,Not found,No Reviews Found
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
HP Core i5 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15,"63,499","15-fd0022TU Thin and Light LaptopIntel Core i5 Processor (13th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹63,499₹72,7801",8 GB DDR4 RAM64,Not found,No Reviews Found
ASUS ExpertBook P1 Core i5 10th Gen,"49,999","ExpertBook P1 P1440FA Thin and Li...Intel Core i5 Processor (10th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD35.56 cm (14 inch) Display1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase₹49,999₹68,9902",4 GB DDR4 RAM64,Not found,No Reviews Found
HP intel Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) 14a,"25,490","14a- na1004TU Chromebook3.7118 Ratings & 16 ReviewsIntel Celeron Dual Core Processor4 GB LPDDR4 RAMChrome Operating System35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Warranty₹25,490₹31,5311",64 GB EMMC Storage,3.7118,16 Reviews
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
SAMSUNG Galaxy Book 2 Core i5 12th Gen,"60,990","NP550 Thin and Light Laptop4.447 Ratings & 7 ReviewsIntel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹60,990₹67,9901",8 GB DDR4 RAMWindows,4.447,7 Reviews
ASUS Ryzen 5 Quad Core,"68,999","M1405YAKM541WS LaptopAMD Ryzen 5 Quad Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1 Year International Warranty₹68,999₹89,9002",16 GB DDR4 RAMWindows,Not found,No Reviews Found
HP Pavilion Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14,"68,000","14-dv1001TU Thin and Light Lap...4.4293 Ratings & 23 ReviewsIntel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 20191 Year Onsite Warranty₹68,000₹79,2941",16 GB DDR4 RAM64,...4.4293,23 Reviews
Infinix INBook X1 Neo Series Celeron Quad Core,"22,990","XL22 Thin and Light...4.11,434 Ratings & 235 ReviewsIntel Celeron Quad Core Processor4 GB LPDDR4X RAM64 bit Windows 11 Operating System128 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty₹22,990₹29,9902",4 GB LPDDR4X RAM64,434,235 Reviews
MSI Creator Z16 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 30...4.73 Ratings & 0 ReviewsIntel Core i9 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD40.64 cm (16 inch) Display2 Year On,"1,79,990","16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD40.64 cm (16 inch) Display2 Year On-Site Warranty₹1,79,990₹2,57,9903",16 GB DDR4 RAM64,30...4.73,0 Reviews
Vaio E Series Ryzen 7 Quad Core 3700U,"52,990","NE15V2IN027P Thin and Light ...3.7183 Ratings & 34 ReviewsAMD Ryzen 7 Quad Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 3652 Years Onsite Warranty₹52,990₹76,0903",8 GB DDR4 RAM64,...3.7183,34 Reviews
Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U,"61,990","14ALC05 2 in 1 Lapto...4.396 Ratings & 11 ReviewsAMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen DisplayOffice Home and Student 20211 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection₹61,990₹83,8902",8 GB DDR4 RAM64,...4.396,11 Reviews
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"27,490","XL30 Thin and...4.3113 Ratings & 25 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹27,490₹39,9903",8 GB LPDDR4X RAMWindows,...4.3113,25 Reviews
acer Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Z2,"32,250","Z2-493 Thin and Light Laptop4341 Ratings & 49 ReviewsAMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) Display1 Year International Travelers Warranty (ITW)₹32,250₹43,9992",8 GB DDR4 RAM64,4341,49 Reviews
ASUS Vivobook Flip 14 (2023) Touch Screen Ryzen 5 Hexa Core 7530U,"74,990","Touch Screen Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home)...2.73 Ratings & 0 ReviewsAMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Warranty₹74,990₹92,9901",16 GB DDR4 RAMWindows,...2.73,0 Reviews
,0,,,Not found,No Reviews Found
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen,"41,990","15IAU7 Thin and Light...3.915 Ratings & 1 ReviewsIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display2 Year warranty₹41,990₹64,2903",8 GB DDR4 RAM64,...3.915,1 Reviews
Infinix INBook X1 Core i5 10th Gen,"36,990","XL11 Thin and Light Laptop4.11,792 Ratings & 273 ReviewsIntel Core i5 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1 year Onsite Warranty₹36,990₹59,9993",8 GB LPDDR4X RAM64,792,273 Reviews
DELL Inspiron 3511 Core i3 11th Gen,"45,890","3511 LaptopIntel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayMS OFFICE LIFE TIME1 YEAR MANUFACTURER WARRANTY₹45,890₹60,3712",8 GB DDR4 RAM64,Not found,No Reviews Found
